	T cells	CD8 T cells	Cytotoxic lymphocytes	NK cells	B lineage	Monocytic lineage	Myeloid dendritic cells	Neutrophils	Endothelial cells	Fibroblasts
TCGA-13-0893-01B	7.233231488	7.087462841	5.166850199	5.003974325	5.358084019	9.296814989	4.564571572	6.218350244	7.985483507	13.58200789
TCGA-13-0897-01A	6.534486594	6.442943496	4.245877334	4.058404824	4.577084787	9.193328292	5.240148541	6.478376993	7.574897482	13.9806475
TCGA-13-0900-01B	7.227132508	6.392317423	4.936585891	3.793915397	5.202529091	9.72319712	4.58489936	6.114219683	8.827783112	15.18702092
TCGA-13-0901-01B	5.652395503	4.459431619	3.28285815	2.124955967	5.52749586	8.708918901	3.801667524	6.208961762	8.18451286	13.42026049
TCGA-13-0905-01B	7.137251863	8.082149041	4.882903617	2.071083587	6.350600002	8.885624176	5.714139845	7.163210144	8.553221119	12.59763655
TCGA-13-0906-01A	6.116402145	6.108524457	4.223560213	2.054075893	4.858147085	7.891053647	5.240547516	5.644745975	7.410347414	11.03473259
TCGA-13-0908-01B	6.888502916	5.64385619	4.994034621	3.793605486	6.45198012	10.26934239	5.892723312	6.749087005	9.412264287	14.7301375
TCGA-13-0911-01A	6.062480904	5.321928095	4.239538513	2.317440293	5.200556872	9.943650451	7.780471698	7.015575835	7.700685248	13.67585284
TCGA-13-0913-02A	5.929993112	6.357552005	3.757450693	1.403602336	6.150476004	7.234073786	5.726028737	4.220466496	5.354600183	10.49019495
TCGA-13-0916-01A	7.820577904	8.50779464	6.640384931	4.058083081	7.95274258	10.29558525	3.929360538	6.853114905	10.023703	12.88313763
TCGA-13-0920-01A	5.351159182	4.95419631	3.906915473	1.469360938	5.856024308	7.167811276	3.257131677	4.460699773	7.278896545	11.4005956
TCGA-13-0923-01A	6.090297044	6.189824559	5.324510537	2.897506246	4.938412171	8.058414037	2.71696366	5.77915596	7.299151876	9.810915999
TCGA-13-0924-01A	6.975884341	7.87036472	5.111872381	3.121193516	7.248297643	8.856105556	6.604780938	6.017806221	7.817867112	12.90520018
TCGA-13-1403-01A	5.281976012	2.807354922	3.594939537	2.520327497	4.73569128	7.673259597	3.494671617	6.519358886	8.437207086	13.52374327
TCGA-13-1404-01A	5.620762395	4.584962501	3.801856863	1.955833901	5.84459733	8.62730652	5.700149874	5.882665475	8.135158413	13.27460229
TCGA-13-1405-01A	7.378673813	7.50779464	5.539853464	5.283803895	7.093247449	9.750354275	5.553495205	7.186578429	9.203200034	14.69941353
TCGA-13-1407-01A	4.929356158	6.459431619	4.037469424	1.919762713	5.868088639	7.461685248	4.129539542	5.65096296	8.2030833	11.60434394
TCGA-13-1408-01A	7.618437103	6.247927513	4.89416703	3.550678427	8.005112645	9.425763592	5.160867549	6.610582347	9.446543031	15.29604367
TCGA-13-1409-01A	4.474158499	3.321928095	2.777591116	1.889816948	4.965706589	6.54900828	2.748642183	5.443299371	7.731435324	12.11010585
TCGA-13-1410-01A	7.282854679	5.906890596	5.006400386	4.306471791	6.824214943	9.625878881	5.754630022	6.56461153	8.840690476	14.15641538
TCGA-13-1411-01A	7.894961298	8.299208018	6.622528077	4.862047036	6.666727155	11.77213618	8.547090673	8.602288313	9.140908097	15.31939464
TCGA-13-1477-01A	5.224752909	3.700439718	3.365501419	2.404333471	3.900719085	7.126361778	4.290950097	5.255883265	7.567587692	12.64183389
TCGA-13-1483-01A	6.551644361	6.228818691	3.9284724	2.744319981	4.545024993	9.359480096	5.18982997	6.787317879	8.684157681	14.37900698
TCGA-13-1485-01A	5.343525088	2	3.24649611	1.795533934	3.127509019	8.305326014	6.00149139	6.533050506	8.32694447	15.19258323
TCGA-13-1487-01A	4.985106196	4.64385619	3.29128409	0.540241012	3.859198795	7.501195917	3.990152624	5.064110511	7.695753553	13.46852379
TCGA-13-1488-01A	6.89699476	6.918863237	4.534861686	3.116298134	7.247064443	8.781208565	6.348958425	6.027111998	7.671887642	12.49222665
TCGA-13-1489-01A	5.388479333	3.807354922	3.610285076	1.38460195	4.839492888	7.939896196	4.737066117	6.194298901	8.040219276	10.81346563
TCGA-13-1489-02A	7.338012039	6.906890596	5.532787027	3.161860857	4.416349664	8.635852716	6.621078041	7.092982065	7.57047443	11.52584839
TCGA-13-1492-01A	5.862301433	13.48784003	3.987365459	3.012501937	5.7616002	7.96904596	3.046081324	6.865207095	8.046797722	11.14099851
TCGA-13-1495-01A	5.662169719	5.209453366	4.357144513	3.34555495	3.57023627	8.534269322	5.189808239	6.551153674	7.516807388	12.80310142
TCGA-13-1496-01A	6.679358003	6.539158811	5.116928083	3.320456327	5.545020243	9.142862667	4.637196321	6.066899798	6.837268151	10.42805038
TCGA-13-1497-01A	6.631605516	5.807354922	4.512688943	3.331378833	6.493301001	8.537148922	4.699396648	6.323285119	8.85904357	13.52541637
TCGA-13-1498-01A	6.968161095	7.672425342	6.042786721	4.860132904	5.654127531	9.372390366	7.421826045	6.449809887	7.841279186	13.07628338
TCGA-13-1499-01A	9.056914412	9.430452552	6.567124397	4.40342864	10.68668639	10.42500679	7.686788451	6.664652257	9.462178337	14.8162456
TCGA-13-1501-01A	5.833704388	5.285402219	3.936121312	2.393400616	5.839986659	8.745362045	3.835268698	5.547707396	8.261867577	13.81696098
TCGA-13-1505-01A	6.593466476	7.383704292	4.464547468	2.179075893	6.410784564	9.145580173	6.068413972	6.564107387	8.24579218	14.06487034
TCGA-13-1506-01A	5.730527283	5.700439718	3.630313557	1.716520928	4.663136516	7.259056871	3.582221944	6.874885225	6.810462271	10.64452299
TCGA-13-1507-01A	7.228344413	6.988684687	5.701675487	3.435180896	5.084854576	9.684915274	5.324468624	6.588932847	8.012772029	13.44198713
TCGA-13-1509-01A	6.967577722	8.17990909	5.272000764	3.102513409	6.431960634	9.324847671	4.814572906	6.378178299	8.507835533	13.99677807
TCGA-13-1510-01A	6.820704933	6.882643049	4.915161778	3.055744103	4.761886028	8.589422052	5.177564111	6.561683947	8.408223319	12.3011658
TCGA-13-1511-01A	6.249288743	4.169925001	4.560634459	3.84057717	4.835428709	8.721166693	3.902884257	6.856492868	8.816493204	14.47437837
TCGA-13-1512-01A	6.427985201	5.857980995	4.551111052	3.045084456	5.754792252	9.223903865	5.445984499	5.190217572	7.665733845	13.54675561
TCGA-13-2060-01A	7.644894256	7.011227255	4.914251177	3.634577182	6.633765011	9.977116169	5.939141857	6.21328318	7.827470046	13.02766525
TCGA-13-A5FT-01A	6.032124209	3.807354922	3.644963604	2.655136754	6.30510766	8.230121627	4.847421215	6.35697022	8.264832437	11.83011366
TCGA-14-0736-02A	5.623053361	7.055282436	5.920013625	2.212510932	5.481889506	8.871574226	4.012030389	6.158708187	7.901554883	11.60662158
TCGA-14-0781-01B	5.131142206	3.584962501	4.980490704	0.738361324	3.381224423	10.18917167	4.572858053	7.369440494	10.23990376	13.15513009
TCGA-14-0787-01A	4.094058414	3.321928095	3.539386517	0.979111252	2.979138912	8.942001199	3.203862021	5.822879801	7.84826432	11.27167377
TCGA-14-0789-01A	5.215316214	3.169925001	5.560837781	1.662401002	2.301173867	9.861484407	4.661344218	6.747185389	8.620028427	12.20937616
TCGA-14-0790-01B	3.859240437	2	4.714356103	1.08668587	2.596461974	7.397107166	1.710740433	5.568373232	8.627491128	9.255341162
TCGA-14-0817-01A	5.759452338	5.584962501	5.902211724	2.579882253	3.679627463	10.46000671	4.728092536	6.667529529	9.217674011	11.83960191
TCGA-14-0871-01A	2.356102869	0	2.522394289	0.646240625	1.344360938	5.841363646	1.709761006	4.146343333	6.349668379	10.28333094
TCGA-14-1034-01A	3.998747732	4.321928095	4.034562456	1.740601563	2.701030725	9.202137411	3.480383539	6.519321419	8.617207582	11.08980537
TCGA-14-1034-02B	3.23814495	1	3.5742319	0.625	1.912401002	7.639589245	2.433163829	5.441357256	6.848684463	9.700802978
TCGA-14-1402-02A	5.28458938	7.209453366	5.641963185	2.193391941	3.298333857	8.736570518	3.30116711	6.672955373	7.733601482	11.82464725
TCGA-14-1823-01A	4.563502874	4	4.562367325	1.735521315	2.783895259	9.2830722	3.542787448	5.996952294	7.775136399	10.48563238
TCGA-14-1825-01A	2.801390778	1	3.944723259	0.573120313	1.729111252	7.338561735	1.778737557	4.319517604	7.611037986	9.359827271
TCGA-14-1829-01A	5.521236049	7.330916878	6.043825677	1.186481637	3.346219745	9.25113519	4.845776473	6.359802733	8.55310967	11.59585914
TCGA-14-2554-01A	5.06341178	5.247927513	5.116641042	1.521709642	2.641850915	9.3630882	3.345885334	6.759530588	9.160524825	11.69497809
TCGA-15-0742-01A	4.11415195	3.700439718	3.878791779	1.561481637	2.287401002	8.447217151	2.088563577	6.407851919	8.630682534	11.51666479
TCGA-15-1444-01A	4.642542448	3.459431619	5.790490084	1.787401002	3.836047673	10.6403224	2.463260913	7.681628754	9.958989779	11.26537755
TCGA-16-0846-01A	5.629849484	6.584962501	6.008731916	2.584900646	4.180539944	10.07406196	2.610630075	6.29638457	9.013389329	10.25298712
TCGA-16-1045-01B	5.663583472	4.459431619	5.014559595	2.96144068	3.51109953	10.80903324	4.30628364	7.222243653	9.483203449	12.51141486
TCGA-18-3406-01A	7.110986155	7.707359132	5.600195031	3.022635841	7.286579972	9.571879059	8.37191109	8.145206108	8.303934031	13.066799
TCGA-18-3407-01A	6.60327436	7.055282436	4.283342986	2.299842961	8.362197183	9.524559575	6.323284037	8.618605198	9.411957524	14.62303443
TCGA-18-3408-01A	6.44155746	6.392317423	7.223583935	3.995998184	6.215503069	9.548508879	7.621284545	7.892733754	8.376916837	11.68765421
TCGA-18-3409-01A	6.485041439	5.044394119	4.577945494	2.59848782	5.181676534	9.994064553	7.009629605	6.555574587	9.534616615	16.0001873
TCGA-18-3410-01A	8.57980112	9.554588852	6.781074074	3.514306192	7.836578689	11.02978048	8.014924974	7.75393589	8.663045204	13.55046304
TCGA-18-3411-01A	6.635349186	7.044394119	7.367959693	4.470442204	6.713456661	10.93425455	7.03414191	7.942625015	8.679017904	13.8792532
TCGA-18-3412-01A	7.110024549	6.108524457	5.531227658	2.970450988	6.981803844	9.690018453	7.536769537	8.127152272	8.651488316	13.1348633
TCGA-18-3414-01A	7.224449079	10.58214198	6.026384265	3.131952672	7.001440286	9.874498963	7.673572725	9.556752534	9.085604472	14.17765766
TCGA-18-3415-01A	6.993949987	7.721099189	6.156945863	3.98437295	7.2093638	9.870494049	6.537591779	7.851929608	8.16918815	13.83488051
TCGA-18-3416-01A	8.516372575	10.03754695	8.064552126	6.252658744	8.088137336	10.92068929	7.115792924	7.887461828	7.512270322	11.21727624
TCGA-18-3417-01A	5.017617441	4.906890596	3.643175113	1.50960195	5.50875273	7.932231466	4.953520426	5.384155754	7.33274587	14.23466965
TCGA-18-3419-01A	7.308252889	7.348728154	5.562935978	3.188120387	7.358490752	10.24206493	6.425858086	8.612181875	7.185343542	11.39333851
TCGA-18-3421-01A	6.912379528	8.82336724	7.278154596	2.972156914	5.929428539	9.719723926	6.968810396	7.905183874	7.988029662	12.11426679
TCGA-18-4083-01A	7.668204517	9.419960178	7.252412111	4.22437849	7.669301186	9.400900123	5.155172305	6.88687526	8.746547746	13.98856245
TCGA-18-4086-01A	7.142510961	7.17990909	7.525797212	3.947573941	8.786600699	9.850404082	7.562564441	7.919510659	8.869796731	14.39687355
TCGA-18-4721-01A	6.512723686	6.906890596	6.139270458	4.579546197	7.706801607	9.853094895	5.904922157	6.346934283	7.650233402	12.8469023
TCGA-18-5592-01A	6.578100974	6.988684687	7.20244175	3.703914315	6.10434106	8.748080764	6.162158468	7.038316752	8.408754163	13.80576575
TCGA-18-5595-01A	6.228944589	3.807354922	4.676706197	2.807579984	4.647704331	7.763230322	5.408034309	8.00608319	9.434707556	12.72140964
TCGA-19-0957-02A	5.480887599	4.700439718	6.249659229	1.834714955	4.522520913	9.685792423	2.925574884	6.104288585	9.050063591	11.90702344
TCGA-19-1389-02A	4.443067191	4.700439718	3.99894472	2.13460195	3.396163044	10.29766992	4.222890525	6.934818621	8.503973207	14.05262949
TCGA-19-1390-01A	4.267513482	2.807354922	6.369639675	1.169694001	2.874184855	9.413198829	2.090827405	7.018282085	8.678149842	11.27171509
TCGA-19-1787-01B	5.493616274	5.087462841	4.634749068	2.00960195	4.537515438	10.1251849	3.117627894	6.380743921	9.309184532	11.57265047
TCGA-19-2619-01A	4.18870685	3.321928095	3.890817298	1.524959043	3.164400469	8.428320053	2.42988599	7.291155863	10.20059153	11.79290214
TCGA-19-2620-01A	3.758499555	5.044394119	4.741281382	0.969360938	2.972005125	8.43783966	2.319064189	6.221787146	8.627615172	11.82110321
TCGA-19-2624-01A	4.583965585	3.321928095	5.847813257	1.232247624	2.93402884	8.493829488	2.405075425	6.073029314	9.595905196	11.20524618
TCGA-19-2625-01A	3.976692016	3	3.637258903	1.854703492	2.431753266	8.54533374	1.919283306	6.372986771	8.000565652	11.62115055
TCGA-19-2629-01A	4.916522139	4.169925001	5.332631296	2.201385306	2.978757308	9.97872846	2.761222041	5.700252299	9.126552293	10.81235056
TCGA-19-4065-01A	5.80076278	6.303780748	5.870981752	1.842076666	4.147468893	10.92011897	5.498933546	6.970161027	8.884211524	12.73565663
TCGA-19-4065-02A	5.186922354	4.807354922	4.856431545	2.663384533	3.360529701	9.669544712	2.462310062	6.56462112	9.241314595	14.49717282
TCGA-19-5960-01A	5.264236611	2.584962501	4.118582517	1.422422296	3.113399844	8.944968554	2.588034983	5.977730226	8.287455271	10.11176941
TCGA-20-0987-01A	6.375845776	6.169925001	5.13961593	4.378441258	4.80262192	9.213482127	5.84108333	6.058974293	6.496780418	10.5110838
TCGA-20-0991-01A	8.009595178	8.413627929	5.787793816	2.822281382	6.288776404	10.23074959	6.49873239	6.227057758	7.086777519	10.71252584
TCGA-20-1682-01A	6.73587821	6.714245518	5.087793251	2.570526131	6.237757028	9.172298308	5.202142916	6.135844388	8.39897956	13.5106516
TCGA-20-1683-01A	6.67083637	6.022367813	5.19925882	3.681002775	8.017430575	9.143835089	4.401756729	6.316870972	8.691765094	12.02529339
TCGA-20-1686-01A	5.479891173	3.700439718	3.925671584	1.320280303	5.664679405	7.406532417	4.235111626	6.125488098	8.693884922	11.84294661
TCGA-20-1687-01A	5.85134487	4.906890596	4.224117556	2.802819185	5.750667502	8.388785332	5.492067776	5.861366785	8.019626	12.86165227
TCGA-21-1070-01A	8.573881882	8.243173983	6.526105294	5.187905329	8.779374036	10.29438913	7.413873655	8.620361672	8.819035018	13.1382114
TCGA-21-1071-01A	6.896832151	6.658211483	6.025837879	3.294268929	6.269547447	10.56851115	6.416636559	8.536115882	8.400333024	14.03946193
TCGA-21-1072-01A	5.920445239	5.169925001	7.074328766	3.755884148	5.578243303	9.495899065	6.135730932	8.461781095	9.00545699	12.6370845
TCGA-21-1075-01A	4.943117616	3.321928095	5.30777165	1.25960195	4.299778521	7.947435991	5.636449304	7.563500566	8.208236841	12.06651586
TCGA-21-1076-01A	8.975431325	7.836050355	6.23857421	3.670315747	9.478098295	12.26586939	8.700165944	8.85706805	10.36572278	14.63398239
TCGA-21-1077-01A	7.036250884	5.977279924	5.081820111	3.35290005	8.434893204	10.12595057	7.45883727	7.889786953	8.760613895	13.9802858
TCGA-21-1078-01A	5.180693579	5.554588852	4.340028498	3.01625784	3.834098894	7.557863514	4.674254564	7.304772528	8.274865011	10.51801089
TCGA-21-1079-01A	5.78120034	4.857980995	4.171082853	2.603091103	4.784462656	9.0032647	5.192620934	6.999485991	9.28555275	14.86166735
TCGA-21-1080-01A	6.935070325	7.707359132	6.709590783	3.220633238	7.003212178	10.1611995	7.219618461	8.309720841	8.451850653	13.12269966
TCGA-21-1081-01A	6.824412124	5.584962501	5.196594928	3.35328675	6.120318657	9.681004323	5.904792823	9.2370525	9.309928275	15.34001565
TCGA-21-1082-01A	8.319798502	7.54689446	6.405367194	4.648340499	8.324392273	10.10254344	6.897254027	7.838201568	8.909487719	14.1810823
TCGA-21-1083-01A	7.853593247	7.977279924	7.363456622	3.404573058	7.753548234	10.99677648	5.730879798	7.779916241	8.921641322	13.76312296
TCGA-21-5782-01A	6.511097276	6.087462841	5.607158129	4.958517707	7.502182328	7.978607557	6.072987901	7.263812316	8.285140804	13.51589223
TCGA-21-5783-01A	6.350967241	6.285402219	5.808817263	1.937729648	6.656527645	8.817042299	6.454307259	6.851397401	8.756561165	14.86569762
TCGA-21-5784-01A	7.096224418	7.894817763	6.100142636	4.445644734	8.745990788	9.849672295	9.126027201	8.896828576	9.796691669	13.61704729
TCGA-21-5786-01A	6.781712624	7.118941073	4.95628592	2.817372126	7.849791887	9.233769668	6.661659536	7.277296347	8.501507164	14.60386082
TCGA-21-5787-01A	8.611117407	9.955649908	7.732498921	6.144543286	7.91091807	10.58788175	6.044337394	7.437067437	9.906516771	13.58275424
TCGA-21-A5DI-01A	5.941655206	6.266786541	4.394286403	1.87848825	4.316537756	7.434491344	5.417302895	5.611804576	6.448151373	13.26573668
TCGA-22-0940-01A	8.485774476	9.172427509	7.731484889	6.254527789	8.755206477	11.46949287	8.087324065	8.704348797	8.945981381	14.61872413
TCGA-22-0944-01A	6.292191464	5.64385619	5.652323786	1.872361147	7.695328966	8.185218299	6.564660202	7.765918326	8.699071922	13.36903284
TCGA-22-1000-01A	8.506191798	7.948367232	6.221034702	3.599471841	8.205954156	11.27497659	10.07448869	8.15811246	9.939636284	15.78477745
TCGA-22-1002-01A	7.230347737	7.665335917	6.255605021	4.836262082	8.594977339	10.04939233	6.567363527	9.612266638	10.51921691	14.65731218
TCGA-22-1005-01A	8.492561094	8.945443836	7.081015912	4.909324189	10.67205931	10.37380099	6.991002932	7.763092458	9.32977075	13.81494838
TCGA-22-1011-01A	8.192503065	7.139551352	5.760163498	3.96919428	10.60484782	9.679785745	7.192670037	7.553636301	9.375795844	13.22136714
TCGA-22-1012-01A	6.70263472	6.754887502	5.727366501	1.969829955	7.589528317	9.305888674	7.049595478	7.048364111	8.10636839	13.25224536
TCGA-22-1016-01A	7.194818438	8.700439718	5.774845306	3.906872594	7.986838598	11.18903724	6.472602373	9.794453251	10.68555674	14.24706774
TCGA-22-1017-01A	7.424054058	6.554588852	6.003357949	3.994731483	8.327203778	10.40130227	7.532713268	8.172569454	9.590507722	12.62082164
TCGA-22-4591-01A	7.233667331	7.918863237	5.502543229	3.355118749	6.966352309	9.874470597	6.751645345	8.794369123	9.263041758	12.446068
TCGA-22-4593-01A	6.961123216	7.936637939	6.706395011	3.308529427	6.330966614	9.528924756	4.908968759	8.571149593	9.571156803	16.23360234
TCGA-22-4593-11A	8.38383913	8.794415866	7.687614616	6.012792685	7.636211484	12.10312437	8.858044142	11.23525125	12.37924066	14.75938663
TCGA-22-4594-01A	8.117175065	8.413627929	5.945737683	3.034560993	9.97345382	10.51928576	8.252763062	8.995360536	8.716341077	13.85269035
TCGA-22-4595-01A	7.642919902	7.21916852	6.644077996	5.142438406	7.957990307	10.80996054	5.712491475	8.943703397	9.203581097	15.05198947
TCGA-22-4596-01A	8.978587923	8.475733431	6.550906186	4.396421599	9.512065594	11.60743982	10.28231962	9.19792083	10.14300173	14.83618257
TCGA-22-4599-01A	6.860594634	8.290018847	6.48873521	3.076867481	6.125740498	9.648099948	5.650554927	6.216466453	7.125719918	11.98407438
TCGA-22-4601-01A	6.095243918	5.832890014	4.5624729	2.018400616	5.667710734	8.667621653	4.606387055	7.115491307	8.264435847	11.91595072
TCGA-22-4604-01A	8.466516609	8.113742166	5.891764968	2.98076281	7.841067531	11.38431401	8.424023326	7.681761376	9.356042487	15.64089082
TCGA-22-4605-01A	7.182132307	5.64385619	5.017557631	3.266808617	6.865499181	10.4236518	7.92905684	9.157721287	10.19650245	14.39798827
TCGA-22-4607-01A	6.683973298	6.375039431	4.983091386	2.896003822	6.450170994	9.568958713	6.779610038	8.472439109	8.940550401	14.17163887
TCGA-22-4609-01A	8.565159502	8.731319031	6.661287199	3.430861243	9.71282379	11.09627913	8.600601384	8.803719259	10.20001912	14.83380006
TCGA-22-4609-11A	8.207546673	8.87036472	8.291901136	5.74396907	8.351321884	10.7222364	7.957771916	10.27186632	11.87312513	12.61388031
TCGA-22-4613-01A	6.780532439	8.262094845	6.116207869	3.114344855	7.733791987	9.296725743	5.870472522	6.116741907	7.328307885	11.62960211
