	T cells	CD8 T cells	Cytotoxic lymphocytes	NK cells	B lineage	Monocytic lineage	Myeloid dendritic cells	Neutrophils	Endothelial cells	Fibroblasts
TCGA-5P-A9KC-01A	5.639645561	3.584962501	4.187524044	2.68532441	4.387750871	11.2522387	5.130656546	8.356408054	9.017810051	10.04821495
TCGA-5P-A9KE-01A	5.373534916	5.321928095	4.181532731	2.414641241	3.791044648	9.691726329	6.454009584	6.678655873	7.420424967	9.068283372
TCGA-5P-A9KF-01A	6.559528918	4.247927513	4.376067886	2.081213158	3.693848852	10.38662889	4.967348931	7.564845693	7.208779012	9.92233906
TCGA-5P-A9KH-01A	5.371316833	4.857980995	5.154962656	3.492429602	5.406169633	9.479580407	4.755970748	7.063271258	10.08080063	9.196566561
TCGA-5R-AA1C-01A	3.331420901	4.64385619	4.243250385	1.396240625	1.626926882	7.330447172	3.656419404	5.729105093	6.529828609	6.567629405
TCGA-5R-AA1D-01A	5.904533028	5.044394119	4.675971265	2.898949881	4.391897951	9.594433796	5.728048722	7.980523341	10.41239167	13.67045378
TCGA-5R-AAAM-01A	5.1684515	4.906890596	4.828320152	2.90657856	4.795391053	9.69707408	5.332554428	7.534834739	9.297773571	12.55260534
TCGA-5S-A9Q8-01A	4.588788961	6.781359714	3.465849584	1.344360938	2.664393695	6.392453422	2.282900335	5.047278674	6.587652009	9.549719399
TCGA-5T-A9QA-01A	3.536099898	3.807354922	3.014485891	0.936481637	3.147879375	7.991651968	3.074402157	5.260945487	7.260322926	10.32901567
TCGA-5U-AB0D-01A	7.793070566	8.971543554	5.331524954	2.024036602	6.483385131	8.717626018	6.342629765	4.659764473	7.054877884	11.27578592
TCGA-5U-AB0E-01A	10.42348653	13.31302472	6.021916492	2.35808977	7.697258751	7.909395471	10.91990243	6.150764775	8.229784512	10.03055226
TCGA-5U-AB0F-01A	9.345606655	13.46620395	4.89345421	2.530842575	4.757648734	7.788606028	10.97628664	4.439095198	6.636459244	8.962349839
TCGA-5V-A9RR-01A	9.284614186	12.73322722	6.163342634	3.454428828	6.407120993	8.76083869	9.77858679	6.510509941	8.409138974	10.88914858
TCGA-5X-AA5U-01A	4.302380059	1.584962501	2.72579539	2.999459854	4.915135284	8.923905512	6.104575406	5.380315527	8.667936001	12.32818478
TCGA-60-2695-01A	7.865840023	8.588714636	6.504694209	4.923373143	8.390152578	9.727812815	6.645739222	8.795499616	9.546293664	13.40859005
TCGA-60-2696-01A	7.685779683	7.383704292	6.463121666	3.845853686	7.873265887	10.40558841	8.155534989	9.211782229	9.801270289	13.62823606
TCGA-60-2697-01A	9.475937765	9.13442632	7.118730217	4.720860485	12.10406238	10.97731749	8.409739861	9.704064956	11.11662693	14.27056328
TCGA-60-2698-01A	7.97860095	9.366322214	7.176626421	3.410438474	7.649561376	11.10592095	8.287110072	8.731870507	9.983940503	13.61995414
TCGA-60-2703-01A	5.099787705	7.912889336	4.989562799	2.492431619	7.10371276	8.353748141	4.475777415	7.6165553	8.310158431	14.25172861
TCGA-60-2704-01A	8.289002311	8.044394119	6.775841379	3.995391796	9.521970987	11.16833389	8.172116141	9.223323552	10.31808638	15.44784297
TCGA-60-2706-01A	8.127191397	9.804131021	6.870597874	4.510577821	8.179724201	11.19115381	6.987263837	8.684061576	8.965771752	13.08462433
TCGA-60-2707-01A	6.346217058	6.228818691	4.598059267	3.922665919	5.908477322	9.995919487	7.089212422	9.807180791	9.349879256	15.08901557
TCGA-60-2708-01A	5.382229662	5.087462841	3.44904647	2.381602843	5.249842079	8.973348225	7.005958828	7.166873791	9.269175617	15.96586873
TCGA-60-2709-01A	8.827668078	8.797661526	7.206962115	4.423789766	8.873351163	11.67730216	7.457451241	8.222865831	9.62487657	15.37412436
TCGA-60-2709-11A	8.037536919	8.17990909	7.272494835	5.310367758	6.430528183	11.08864807	8.864274682	11.63520471	11.89164542	12.44585887
TCGA-60-2710-01A	7.769444614	7.64385619	6.62311296	3.230383552	8.448700776	10.55409409	8.684909727	8.767048837	9.862703106	14.35367354
TCGA-60-2711-01A	7.692551014	7.839203788	6.102705186	3.617109301	7.631647633	9.079820341	7.784147898	7.317230827	9.073987531	12.74410325
TCGA-60-2712-01A	8.918998801	8.596189756	7.591493883	4.270915274	10.07472781	11.26566797	8.800819558	7.871212703	9.690243587	14.75979463
TCGA-60-2713-01A	8.467353002	8.483815777	6.648977223	3.705161015	7.015469664	11.30212994	7.517489419	7.573747162	9.511692985	15.50774632
TCGA-60-2714-01A	7.831998627	7.651051691	6.901916302	4.193749394	8.540659918	10.5221025	7.508803721	8.222223527	9.306937687	14.39140325
TCGA-60-2715-01A	8.823995893	7.569855608	6.627697768	5.110723586	9.083351849	11.27162119	8.447223424	9.567723361	11.32258047	15.73578555
TCGA-60-2716-01A	5.575342799	6.022367813	3.691738065	2.474815304	3.738900222	8.152493038	6.372883717	7.963038347	8.808048374	12.03696225
TCGA-60-2719-01A	7.338989066	8.573647187	6.139753774	3.301129834	7.008897696	10.11758382	6.4614672	8.383227494	9.365745794	12.58965902
TCGA-60-2720-01A	7.183798094	7.531381461	4.849693198	1.787401002	8.044874515	9.095015287	8.089788339	7.417140812	8.658045458	13.76672371
TCGA-60-2721-01A	8.6352246	9.475733431	7.34993193	5.22139074	7.961912797	10.3053729	8.113178636	8.410255581	8.835916156	14.84490468
TCGA-60-2722-01A	5.943948738	4.64385619	4.85133627	2.958555229	5.423354508	9.160596965	5.872363849	7.814873411	8.411816735	12.56748638
TCGA-60-2723-01A	7.756075711	8.405141463	7.250501054	6.01772975	7.728177033	10.56214663	6.989140867	7.811832239	9.019664053	14.50628436
TCGA-60-2724-01A	6.152819069	3.584962501	4.574480586	2.519278097	4.797032683	9.177800017	6.916264466	8.582927302	9.334611301	16.19009649
TCGA-60-2725-01A	8.11926444	8.703903573	6.53124897	3.887622034	8.352826809	10.85357792	8.483058119	9.120157061	9.708478393	14.47757539
TCGA-60-2726-01A	8.092195669	8.209453366	6.544849876	5.745855081	7.985314355	8.94707698	6.519338882	7.248491723	7.200115529	12.98624599
TCGA-61-1721-01A	6.093708323	5.807354922	4.888169516	2.574802005	4.973669086	9.18552152	4.849325184	6.711309777	10.53618028	13.4845678
TCGA-61-1724-01A	6.95378023	5.044394119	5.463710405	3.618532356	5.972045489	9.442675878	3.219568033	7.343682835	8.365378327	13.52214749
TCGA-61-1725-01A	5.677970096	5.727920455	3.913835609	2.673333857	4.604539216	8.613616293	3.751037056	6.135912248	7.81679434	13.10085956
TCGA-61-1728-01A	6.276008454	4.754887502	4.92553689	3.198376771	4.505545657	9.612018457	5.792650472	7.962932158	8.857676893	13.03421138
TCGA-61-1733-01A	5.353535041	6.022367813	3.267294603	1.296199668	4.110167371	8.329732448	3.340000115	5.539048358	7.846757217	13.53416021
TCGA-61-1736-01B	6.560065185	4.857980995	4.909168448	3.229807396	5.055699291	9.680321337	5.928227899	7.08277843	9.201081974	12.22389368
TCGA-61-1737-01A	6.950625908	7.011227255	4.808758211	3.435480908	4.829166035	10.43521332	7.615888477	6.886334871	9.479357097	15.62483114
TCGA-61-1738-01A	5.489411685	6.672425342	4.23472285	2.849685923	4.871814268	8.535874252	4.137167996	6.7293937	7.25237915	10.23897403
TCGA-61-1741-01A	7.041893935	5.584962501	4.640409892	2.629345505	7.714541599	9.45213814	5.146772367	6.113649964	8.600633494	11.98144698
TCGA-61-1900-01A	6.170731671	10.69609817	3.365773896	2.063721876	5.704371578	8.177308601	5.18605641	6.697517136	9.323844984	12.68204891
TCGA-61-1907-01A	7.774566349	7.930737338	5.559761504	2.580952504	6.38504313	9.626498932	6.669743931	6.548235103	7.620446913	9.073738566
TCGA-61-1910-01A	4.114011682	3	2.590127467	1.578156528	2.470900206	7.892424017	3.933069339	4.396686785	7.107513988	10.6101806
TCGA-61-1911-01A	6.931023379	7.294620749	5.318386606	3.633697118	6.117842758	8.442029696	3.908551957	5.829635329	6.422789701	10.04785024
TCGA-61-1914-01A	6.630435347	6.266786541	3.973594556	2.037401002	5.367403593	9.779202347	5.693133044	6.65643171	8.387989158	12.3798158
TCGA-61-1918-01A	6.238040322	5.247927513	4.522402229	3.38360122	4.004629331	9.402318312	6.848228021	6.750538132	8.224293734	12.2028978
TCGA-61-1919-01A	6.595012083	5.781359714	4.395597743	2.921199668	5.445841158	10.11026851	6.96906594	6.872008652	8.249226159	14.39615421
TCGA-61-1995-01A	8.487427004	6.357552005	5.719360677	3.927305556	5.818494299	10.91605083	7.536630255	7.434433023	8.665453909	12.69862598
TCGA-61-1998-01A	5.387457269	3.321928095	3.048177565	2.352191666	3.799875245	9.01404785	5.508028517	6.335867804	8.328816481	13.26270033
TCGA-61-2000-01A	6.424353503	4.247927513	5.106077356	3.905464275	4.380083623	8.949652948	6.087895524	6.683731879	7.863711807	12.87430395
TCGA-61-2002-01A	8.257190579	8.804131021	6.601172941	3.959300917	6.828956902	10.64686138	8.331656029	8.310054504	8.837189953	14.99904742
TCGA-61-2003-01A	7.488537059	7.011227255	5.953845189	4.038076076	6.269321175	11.37388688	8.767665355	7.802270991	9.531030943	14.83406853
TCGA-61-2008-01A	6.29079229	6.285402219	3.66289743	2.75540011	4.939654087	9.488868883	4.644320422	6.993163674	8.549792864	12.76613332
TCGA-61-2008-02A	7.985533498	7.948367232	6.646666934	5.347193393	4.399984403	9.5286383	6.994010368	6.122604028	7.600395768	11.73174571
TCGA-61-2009-01A	7.043817697	7.46760555	5.131024313	3.408172873	3.872577768	9.526786526	7.12391482	6.636386219	8.602073803	14.72958003
TCGA-61-2012-01A	7.678964027	7.491853096	5.530357765	3.356172201	7.676051495	9.993919802	5.32466764	8.224030784	7.967452311	12.44593422
TCGA-61-2088-01A	4.660170062	4.523561956	2.408685144	2.222156914	4.433030146	8.152064971	4.019067574	5.496758817	7.658497263	10.90375066
TCGA-61-2092-01A	3.897070798	3.169925001	2.598253905	1.25	5.038507525	7.56897665	3.178248621	6.558187371	7.541471572	9.069287176
TCGA-61-2097-01A	4.910999324	3	1.971672623	1.630549265	4.124123209	8.831357548	4.40646846	6.852568041	8.394984719	12.57641275
TCGA-61-2098-01A	5.410030601	6.375039431	3.728049256	1.975931944	4.426270667	8.363024607	3.495209075	7.350605008	9.431648622	12.67074587
TCGA-61-2101-01A	6.396745379	4.807354922	4.744411514	2.775020132	4.901999615	8.949148284	6.503144091	7.115621024	8.833284072	14.90354349
TCGA-61-2102-01A	3.467006546	4	3.429810688	1.686481637	3.539498261	9.141217621	3.335773156	5.900172624	9.117428826	13.17922073
TCGA-61-2104-01A	7.385637939	6.129283017	5.455651895	4.33945637	6.67521635	10.1690961	7.091430918	7.737503508	8.675005467	12.25020466
TCGA-61-2109-01A	6.433560521	4.700439718	4.535950935	3.45218859	6.276271752	8.72666897	4.292165512	6.79608675	7.875736436	11.49924037
TCGA-61-2110-01A	6.097723497	3.321928095	3.471850793	2.356820507	5.545351586	8.208502405	4.332041144	6.612159981	7.432739351	12.41279858
TCGA-61-2111-01A	6.47690139	7.864186145	4.782944435	2.463574869	7.091379271	9.237316503	6.312580312	6.720458616	8.084434853	11.90453421
TCGA-61-2113-01A	7.335355757	6.539158811	4.885958861	3.324482759	6.89256751	10.22363636	5.208374792	7.776187952	9.255288122	14.79650745
TCGA-62-8394-01A	7.175683627	8.531381461	4.674033887	2.805801618	6.902357728	9.45156221	6.857866601	7.628650764	9.486217335	13.10213732
TCGA-62-8395-01A	6.58045205	5.930737338	4.662857331	2.598882639	8.003607686	9.438009671	7.804905448	8.688498304	9.911763881	13.04815133
TCGA-62-8397-01A	4.704527303	3.906890596	2.555249209	0.811481637	5.406731557	7.561519042	7.147165269	6.172563635	7.504623107	10.78158094
TCGA-62-8398-01A	7.380777185	6.189824559	5.398537514	3.079835864	7.110861485	10.75353155	8.163125241	9.669495827	9.796937613	13.75778297
TCGA-62-8399-01A	6.805091938	6.523561956	5.914354335	2.557524987	7.106560836	9.868803322	6.569390306	9.330107281	10.48027931	13.65516119
TCGA-62-8402-01A	8.2421171	9.865733271	5.951468766	3.176129834	6.679636816	10.29136898	6.452737627	7.859878972	8.101146364	11.22431678
TCGA-62-A46O-01A	4.324093756	4.754887502	4.921160807	2.331465554	6.270560451	7.780440883	3.76616083	7.722207771	7.631616934	10.66823177
TCGA-62-A46P-01A	5.295413532	5.321928095	4.81678871	1.839602433	6.154971353	7.948690987	5.09601639	8.20273969	9.101022858	11.47841658
TCGA-62-A46R-01A	7.802086534	8.060695932	5.32968645	2.292437217	8.385534126	10.13969877	8.51588998	7.926282875	8.368053859	12.70703716
TCGA-62-A46S-01A	7.292309548	6.658211483	5.786593417	4.631634285	7.074522598	9.900579612	7.029674279	8.317974102	9.826273183	12.1340268
TCGA-62-A46V-01A	5.868905406	3.584962501	2.846043664	1.462771586	4.941879313	9.803295406	8.41931264	7.457590575	8.993139191	13.53003886
TCGA-62-A46Y-01A	7.623487992	7.022367813	6.168576168	2.734684483	8.01008144	10.45243683	8.824824299	8.585961596	9.427003927	11.72946342
TCGA-62-A470-01A	4.954249735	4.392317423	3.787318781	1.33928069	5.053947432	8.53716045	5.605858587	7.312069212	8.165233334	9.850975984
TCGA-62-A471-01A	6.237749203	6.087462841	5.885138623	3.630498664	6.77832193	8.804360633	4.438644002	8.830428917	8.19321946	11.64002767
TCGA-62-A472-01A	6.520692654	6.599912842	5.146088619	2.025762327	6.735909143	8.97631127	7.31110638	6.933779375	7.850025915	11.44258745
TCGA-63-5128-01A	4.962279169	4.321928095	4.529479677	1.674842961	4.498685712	8.1301544	4.788603237	7.499715484	8.37429555	13.18480264
TCGA-63-5131-01A	5.760596808	10.27146303	4.918545171	2.513894506	5.899920993	9.668144811	5.734642869	8.794271499	9.018801759	13.28292306
TCGA-63-6202-01A	8.501380835	9.317412614	7.331545309	5.088680747	8.042560331	11.61826403	8.9642855	8.467597394	9.903177747	14.50853763
TCGA-63-7020-01A	6.880061188	7.011227255	6.415958225	4.653515682	6.619678898	9.220160916	5.895647175	8.063165316	8.594186339	12.4981392
TCGA-63-7021-01A	7.491122175	6.95419631	5.714451507	4.16850764	7.737560234	9.784599345	6.597954377	7.565511405	8.710691107	13.83293613
TCGA-63-7022-01A	7.89473894	7.266786541	5.34315368	3.936350883	9.025992813	10.46079653	7.096037025	6.662840707	9.552620423	15.1005841
TCGA-63-7023-01A	6.702074768	7.392317423	5.901306012	3.25540011	5.965389052	8.70117581	6.183255129	6.373942774	7.857023451	11.91566574
TCGA-63-A5M9-01A	7.736570182	5.882643049	6.909665304	3.617870502	7.885682289	10.04857001	6.132449696	7.65496357	8.939407979	13.57958386
TCGA-63-A5MB-01A	7.142000577	6.357552005	6.584507712	3.98398261	7.500946947	9.606976356	5.452152113	7.611478005	9.084676227	12.92576762
TCGA-63-A5MG-01A	7.078913113	5.426264755	5.01267738	3.14136389	8.983584222	9.56944306	7.325563811	8.634959216	8.744162286	13.22647849
TCGA-63-A5MH-01A	6.054446348	9.903881846	4.675037177	2.538204286	5.328768154	8.173860302	6.13657346	7.108274305	7.64717466	13.31773853
TCGA-63-A5MI-01A	5.533525186	4.700439718	4.317907962	1.806915903	6.540559347	7.56376739	4.6133383	7.515855073	7.807330956	12.98899231
TCGA-63-A5MJ-01A	6.950055882	7.228818691	6.106350264	3.052786846	5.354190965	10.39641584	5.497146505	7.711830894	9.250249314	14.67266324
TCGA-63-A5ML-01A	6.570633445	7.087462841	5.928570212	3.409381998	5.246993398	9.343897098	5.101058665	6.846990901	8.284574493	12.71654109
TCGA-63-A5MM-01A	7.857842444	8.159871337	6.962999012	4.220892286	6.948075798	10.85240796	7.810009744	8.63476249	9.648003111	14.2854333
TCGA-63-A5MN-01A	8.902202577	8.651051691	7.073672108	4.056131432	8.819749384	11.08787318	8.217179699	7.005449593	8.743814222	14.44244957
TCGA-63-A5MP-01A	9.105718215	9.008428622	7.123209514	3.799464662	10.65068134	11.58759609	7.917023623	9.030598108	10.15973956	13.76131247
TCGA-63-A5MR-01A	6.543013598	4.754887502	4.661165862	2.390313061	7.101283236	8.814415567	6.447524232	7.77770578	7.439142243	12.54678761
TCGA-63-A5MS-01A	6.276699447	5.64385619	4.502980024	2.325829568	6.664051853	8.582240641	5.917926893	5.955146562	7.566181976	13.01158038
TCGA-63-A5MT-01A	5.873698425	5.754887502	3.429193374	1.868910589	6.778360775	9.023854136	6.113502894	7.324082021	7.51160562	13.28314241
TCGA-63-A5MU-01A	5.442726031	4.700439718	4.535653365	1.702642014	5.514039203	7.837720306	5.841610386	7.508076167	7.277262294	11.44108077
TCGA-63-A5MV-01A	8.026475214	10.24911345	5.421533627	2.903835532	8.830127661	9.985245619	7.924574285	7.324608401	9.03877703	14.41875763
TCGA-63-A5MW-01A	6.587112824	10.10066234	6.88866784	2.773860406	4.529835132	8.860369114	6.300476103	6.528292824	9.402211116	14.56381637
TCGA-63-A5MY-01A	4.692359802	5.930737338	4.674594776	1.63460195	4.490326726	7.15853039	3.526974229	8.435281213	7.518480832	10.49223585
TCGA-64-1676-01A	6.727814837	8.13442632	5.144568283	3.381866272	5.830579134	10.03713175	8.310431343	6.180044817	7.392740581	12.67828964
TCGA-64-1677-01A	6.914614243	6.491853096	4.773885416	2.280842575	8.112549009	8.207976024	6.25608459	6.369673958	7.296991509	10.70619212
TCGA-64-1678-01A	5.787269854	5.459431619	3.673485209	4.265322555	5.888773788	6.922730404	5.395213403	7.125420532	6.6869186	10.94932107
TCGA-64-1679-01A	6.904805325	5.209453366	5.094190302	2.499955967	6.368896845	10.98478063	9.378888277	8.179237179	9.915638547	15.6434359
TCGA-64-1680-01A	5.870624886	5	4.010884557	1.554588943	5.77000112	7.935849639	5.837540235	7.737515899	7.880325132	10.7774198
TCGA-64-1681-01A	7.454756755	5.285402219	4.313063213	2.472445684	8.706217733	10.19485451	10.01958923	8.001043556	10.33492777	13.37373364
TCGA-64-5774-01A	6.883971355	9.776433032	4.030297713	5.604613095	7.5312087	8.070359946	4.349430008	8.080812846	8.814291788	13.00467406
TCGA-64-5775-01A	4.619932526	5.044394119	3.762565082	1.827963757	3.72062043	9.614844164	5.609579314	6.246053804	9.013331646	13.04155515
TCGA-64-5778-01A	8.557865925	9.586839788	6.795617674	3.940812032	9.269429379	9.943656826	7.042034415	7.137217831	8.149627176	11.81817846
TCGA-64-5779-01A	7.816148169	6.95419631	5.055229537	2.72513065	9.200044211	8.506539544	4.747414722	7.186669271	9.172316632	13.60575125
TCGA-64-5781-01A	7.655763692	9.11113567	6.663521285	5.313168906	6.784666508	9.187493554	5.938582474	7.083538658	7.851578434	13.70101033
TCGA-64-5815-01A	6.423856472	4.95419631	4.501359193	1.396240625	6.457913944	10.0083665	8.218565074	7.016344364	8.785277586	14.70129464
TCGA-66-2727-01A	7.042566941	6.894817763	5.562655075	3.518765047	7.612498586	10.9290879	7.74527284	8.507180195	8.329207418	13.74883097
TCGA-66-2734-01A	6.609496241	5.209453366	5.204481877	3.411916048	6.172281892	10.98377108	8.502176435	10.58807835	9.532840378	14.2921881
TCGA-66-2737-01A	7.707126122	7.539158811	7.04464515	3.653002565	7.639090557	10.97385084	7.290973908	7.949870559	9.269985525	15.62604139
TCGA-66-2742-01A	6.56805536	7.375039431	5.171309019	3.387397926	8.188606455	9.839047827	7.132555305	9.236033458	9.011515187	13.42302628
TCGA-66-2744-01A	8.138924814	9.364134655	7.655485789	5.358214994	9.601184077	11.2004638	6.508034963	8.188303718	9.852898871	13.66855831
TCGA-66-2753-01A	6.97183689	6.285402219	4.993987642	2.924137141	8.449999431	9.762827084	6.989430637	9.227203301	9.499164197	14.09548755
TCGA-66-2754-01A	5.656879245	4.700439718	4.793753319	1.924842961	6.564996205	9.017480795	4.037992582	7.805460163	8.249672778	11.70388289
TCGA-66-2755-01A	8.692126335	7.686500527	5.856422355	2.928561379	8.351602808	11.94670553	9.926710048	8.335519244	9.24963595	14.37259933
TCGA-66-2756-01A	6.666372419	6.700439718	4.924370478	3.678503865	7.337808618	9.464509587	3.95229541	7.341686268	8.414288543	13.21172732
TCGA-66-2757-01A	7.548863036	9.285402219	7.715206311	3.050343203	6.89515021	10.56697884	6.821671626	7.439557144	9.2229735	13.58409777
TCGA-66-2758-01A	8.323629048	9.911391988	8.507422423	6.012709836	8.134860274	10.98380251	7.504028435	8.654983419	8.406389842	13.14486848
TCGA-66-2759-01A	7.618037249	7.303780748	5.68840936	3.886523991	8.281440406	10.87406138	8.124664064	7.913964193	8.794444746	13.87816474
TCGA-66-2763-01A	7.150732522	9.01402047	6.885784014	4.997667527	8.783613034	10.22212928	7.225951523	8.782506004	9.393343791	13.56506356
TCGA-66-2765-01A	7.536923474	6.95419631	5.349058362	3.240079816	7.362984921	10.63913587	9.437680506	8.006747733	9.376076929	14.18934295
TCGA-66-2766-01A	6.727356437	7.614709844	6.699490593	3.138521524	6.089749928	9.123371644	5.60690911	7.349421618	8.593744103	13.45992969
TCGA-66-2767-01A	9.337820901	9.537218401	7.689753343	5.092374967	9.954373023	11.43335213	9.313800115	8.339918591	9.93076243	14.002641
TCGA-66-2768-01A	7.459274158	7.592457037	6.441963293	4.379333433	6.048287182	10.79590295	7.496500898	9.154126708	9.00018937	12.88613295
TCGA-66-2769-01A	7.86187822	7.303780748	6.354551267	3.754343144	8.943732234	10.8325989	9.294409643	8.273497892	9.455273385	15.20708014
TCGA-66-2770-01A	7.912852861	8.189824559	8.694557188	4.964516204	8.196675188	10.87322808	7.489325667	8.672619295	9.360509679	14.95956412
TCGA-66-2771-01A	7.86955157	8.689997971	6.371914334	3.797237002	9.092698547	10.84740169	8.28111694	9.295223444	8.46533922	12.68320745
TCGA-66-2773-01A	7.697183178	8.290018847	6.119105472	3.435045034	6.609638726	11.17570484	7.084736371	9.128768626	8.784491452	13.33060834
TCGA-66-2777-01A	7.040169988	8.430452552	4.870145165	2.072414492	7.442410479	10.65126126	8.376366007	8.832221795	9.364985535	13.92174405
TCGA-66-2778-01A	6.287229181	7.303780748	4.803993579	2.030842575	6.681163808	10.04170569	9.033256231	9.554509691	8.37066323	12.49635621
TCGA-66-2780-01A	6.909271282	6.285402219	5.143905708	2.982271914	7.468536459	9.516282525	5.983214123	8.265961133	8.807303909	15.04873163
TCGA-66-2781-01A	6.630313438	10.36084708	5.596952474	3.47104263	8.114326938	9.716327627	6.297431309	9.95830159	8.908309426	14.59499906
TCGA-66-2782-01A	8.08873757	7.807354922	6.356266196	4.756981813	8.266706484	11.3717855	6.914566752	9.711916115	8.891772277	14.43148502
TCGA-66-2783-01A	6.737048638	6.64385619	4.859686947	2.913191762	7.926069777	9.062997888	7.08559692	8.194883932	8.54159018	13.18413703
TCGA-66-2785-01A	8.75187111	9.911391988	7.594279267	5.191342481	8.49214143	11.22981517	5.700945394	8.727718278	8.304712203	13.11002387
TCGA-66-2786-01A	7.614135293	8.285402219	6.696054447	4.509465774	7.917889234	10.48614412	7.987897276	8.744118975	9.400910838	13.36748867
TCGA-66-2787-01A	7.70936628	8.566054038	7.162688131	3.743126481	8.516935336	10.82727939	6.969151028	7.512034274	8.854529961	12.87856193
TCGA-66-2788-01A	7.8122402	8.682994584	6.21975715	3.796478051	8.874983088	10.37274267	6.263815362	9.024930625	9.415556228	15.28363035
TCGA-66-2789-01A	6.98412852	7.845490051	5.905672672	3.538339036	8.274772413	10.03400207	7.784507619	8.264889832	9.996899532	15.33235968
TCGA-66-2790-01A	7.994686717	10.97297979	6.937619469	3.958081951	8.806099085	10.19889305	6.857184701	8.271415155	9.581495646	14.21864879
TCGA-66-2791-01A	8.308443155	8.921840937	8.133495041	6.181762418	9.029704414	10.95043305	6.666077818	7.665080585	8.88872758	14.57706105
TCGA-66-2792-01A	6.763950988	6.06608919	5.206345581	3.676115262	6.726435963	9.57885455	6.985726607	7.304184199	8.66627388	14.36273187
TCGA-66-2793-01A	5.467619096	9.712527	4.104955509	1.880549265	5.180033943	7.180594743	4.411717768	7.489266805	7.750978993	11.0173161
TCGA-66-2794-01A	8.028840902	9.847057346	8.57043543	6.440303041	7.451163526	10.65689656	8.26144899	7.3068138	7.796591448	11.90806882
TCGA-66-2795-01A	6.429056345	6.539158811	5.072236855	1.993910589	6.972421572	10.56538897	5.785332575	7.867981539	8.409491062	13.94824533
TCGA-66-2800-01A	7.105567212	6.285402219	6.147772002	2.755901142	7.74673004	10.504019	7.231327289	8.901217702	9.176227625	13.46711112
TCGA-67-3770-01A	6.573880742	6.409390936	4.629904111	1.911144294	4.975205196	9.256652718	8.050722812	6.802730654	7.938413326	11.28438591
TCGA-67-3771-01A	7.169786583	6.988684687	5.136386181	2.878957266	8.137107886	10.2054991	6.304364241	8.181698225	8.44927557	12.54645734
TCGA-67-3772-01A	7.230922708	6.906890596	5.078517177	2.098548373	8.742652589	9.755776091	9.595244654	7.878729374	9.533961434	14.04405612
TCGA-67-3773-01A	7.097152451	7.129283017	5.374237648	3.153076763	5.926105134	9.435766364	8.531221164	7.488221407	8.566483466	11.70852833
TCGA-67-3774-01A	7.687708338	6.209453366	5.460991333	3.524111624	8.042399231	9.763500083	7.668612352	8.685284684	9.517457397	12.37992752
TCGA-67-4679-01B	6.735970471	6.727920455	4.976611554	2.938826207	7.102001999	9.705728952	8.945230202	8.828435627	10.06086903	12.23153926
TCGA-67-6215-01A	6.398476684	4.807354922	4.816203048	3.467428543	6.58105043	10.66984655	8.654228772	8.827114209	9.671754285	11.26185659
TCGA-67-6216-01A	6.916906875	6.988684687	4.992295247	2.02775502	9.185003342	9.6726758	8.958311037	7.687593589	8.118647493	11.29934729
TCGA-67-6217-01A	7.891410334	7.592457037	5.484206828	3.067854424	9.162265528	9.545278083	8.797523081	7.598450729	9.195289496	12.53521658
TCGA-68-7755-01A	6.606253557	6	6.949282728	2.967235135	5.571809798	9.56541661	5.817222951	6.964489393	9.344831224	14.08940114
TCGA-68-7756-01A	6.792654866	5.857980995	4.709207427	2.609264607	7.281892505	10.32815947	7.905042648	8.794003835	9.660544656	14.47513646
TCGA-68-7757-01B	6.566140841	4.584962501	4.033473643	3.330774844	6.396160536	8.809956753	7.192716845	7.96752441	8.483671701	14.82494468
TCGA-68-8250-01A	7.255072967	7.383704292	5.865835411	3.24107058	7.740945973	9.837057344	6.813542382	8.605519346	9.729679642	13.04451355
TCGA-68-8251-01A	7.545025718	7.339850003	5.382017151	3.803890991	7.81077228	9.529660951	7.444912341	7.045583697	8.694616531	15.13114338
TCGA-68-A59I-01A	8.050886338	7.169925001	5.937997125	3.165305322	10.20522342	9.437463851	6.8932386	7.920429249	8.953245833	14.06582968
TCGA-68-A59J-01A	7.803649405	7.294620749	7.073342814	4.265972108	7.088169497	10.00065882	7.446745315	8.697682767	9.587996165	12.81869151
TCGA-69-7760-01A	4.647160914	3.321928095	3.294364968	1.519352264	6.040274629	7.733060643	4.325889926	6.804653449	8.034854003	12.33208795
TCGA-69-7761-01A	8.56530583	8	6.744808924	3.856300032	8.882222318	10.79725027	7.904873451	8.536626682	8.686925051	13.06263847
TCGA-69-7763-01A	6.687633691	5.727920455	4.890399433	3.283654687	7.33288205	9.42061265	5.889471935	8.248391504	10.20863068	13.68667803
TCGA-69-7764-01A	6.919079374	6.599912842	5.438032948	2.463271527	7.908100436	8.924907261	6.378617182	7.419277957	9.193490323	11.57953574
TCGA-69-7765-01A	7.029886227	6.189824559	5.360420748	2.776901925	8.758610543	10.01155191	8.102363729	7.661170965	9.620299825	14.55764415
TCGA-69-7973-01A	7.585692275	9.779719355	5.488124882	5.334272273	8.996242056	9.919094574	6.472643238	9.106614963	10.81212335	14.37286258
TCGA-69-7974-01A	8.015824341	7.515699838	6.727235134	5.69426215	9.13195775	11.74812375	8.605778333	9.070003734	10.4931433	13.80527992
