"","relapse_kz_s1","relapse_kz_s2","relapse_kz_s3","relapse_kz_s45"
"CPNE2",0.00405940529536092,0.803702584280013,0.58693384604782,0.603727356605778
"CPNE3",0.0372986609980413,0.664982157791754,0.0150304926354593,0.699191363649364
"CPNE4",0.148114056520848,0.636578161696576,0.000301352158909123,0.897208557062769
"CPNE5",0.166962448659303,0.438969236970524,1.87898295953176e-06,0.217573488504924
"CPNE6",1,0.823971777611068,0.625530875484743,0.202677102925578
"CPNE7",0.0275572892310296,0.901330692148733,0.641517716159052,0.283058298439475
"CPNE8",0.677821348352903,0.846396946160082,0.00118139007766641,0.554335089577961
"CPNE9",0.0155205632974483,0.900988846837399,0.00330910633160697,1
"CPO",0.63298052417526,0.0235874583659712,0.00416528942404404,0.206950832078845
"CPOX",0.0295415502620455,0.424438385975028,0.00337111457147426,0.693167156844564
"CPPED1",0.138265377876921,0.428152317949788,0.304661877146317,0.271224548401877
"CPQ",0.020569745994628,0.54654630702469,0.0018539012416679,0.897037105128486
"CPS1",0.54789924234546,0.085270219923909,0.0048637559976083,0.263580967182496
"CPSF1",0.00272271769922795,0.389016666625914,2.02560969246729e-07,0.188741568823872
"CPSF2",0.347539984190961,0.403803786441184,0.0748669495258118,0.26867798271137
"CPSF3",0.460975072871877,0.920795542377806,4.83061238168276e-05,0.00454627485349527
"CPSF3L",0.0251347033950052,0.138209077158774,1.6307345738327e-06,0.0616999553658469
"CPSF4",0.322678487748664,0.47316687317925,0.105707008875961,0.703034851268782
"CPSF4L",0.0480041552522169,0.231547816026903,0.0120298424121946,0.671118467493924
"CPSF6",0.461505392422369,0.116436675675414,0.00421843691290987,0.353476070638162
"CPSF7",0.400243578226965,0.372403978670232,0.783181743234565,0.869488677006099
"CPT1A",0.466956026632767,0.615876997483174,0.0740101573906256,0.886308966464446
"CPT1B",0.787590137886318,0.329919663135811,0.116151108840743,0.512713832604239
"CPT1C",0.288650310950011,0.524977778094544,0.194092724041863,0.195221418571978
"CPT2",0.498456734811777,0.133010432953477,4.59072255400196e-06,0.0694881608203518
"CPVL",0.593740350878434,0.928908918415806,0.717612448672097,0.788780296677485
"CPXCR1",1,0.196513517885986,0.00185024559253055,0.395691280061354
"CPXM1",0.518555032063738,1,0.0137948481827657,0.89561668685986
"CPXM2",0.76756345478447,1,0.000623622010311414,0.557770732152137
"CPZ",0.146511912909531,0.577761601890872,1.47907781444608e-07,0.645962052745134
"CR1",3.84810119168377e-06,0.116115891874158,0.0111957541632815,0.0175517088064201
"CR1L",2.69344145714046e-06,0.115844304377748,0.0111957541632815,0.0175517088064201
"CR2",3.81800445090024e-06,0.116107205560413,0.0110815204290722,0.0178747009068086
"CRABP1",0.500663647037811,0.901617593685216,0.336769545274911,0.0900054778368217
"CRABP2",1.38218017583679e-06,0.147871497582552,0.000312066787321442,0.000177805061372907
"CRADD",0.502788325629725,0.138927067002896,0.000542858707757356,1
"CRAMP1L",0.0685752713766109,0.367432466864386,0.463931512030318,0.322074853732419
"CRAT",1,1,0.0189489162705758,0.0842761082072467
"CRB1",1.00756386215582e-05,0.119373638802625,0.00273192931954699,0.0162145020643613
"CRB2",1,0.539240002889469,0.0081408449838631,0.0678810468799867
"CRB3",0.164400466536292,0.700088660962411,0.0449912192276939,1
"CRBN",0.044423221005297,0.607963593070593,0.0908760094220165,0.709356087858302
"CRCP",0.473013038078632,0.789303653981003,0.674066791845753,0.795938553767931
"CRCT1",7.29417222443762e-06,0.0889281188870612,2.50967063366437e-05,0.000751154542090374
"CREB1",0.550851229260272,0.0318495649409814,0.00590652860026708,0.149135530348746
"CREB3",0.677302274797167,0.903640345522367,0.259890157228776,0.874433454361511
"CREB3L1",0.890163153337947,1,0.922152774288067,0.599686650458382
"CREB3L2",0.525275625572631,1,0.00751981385623865,1
"CREB3L3",0.341692992333402,0.115729778561498,0.789105680772552,0.828585707321495
"CREB3L4",3.0946990400863e-06,0.148212125616352,0.000147812127064231,0.00136737376015891
"CREB5",0.593991601942686,0.788856461707678,0.664943908336805,0.689289225785049
"CREBBP",0.0655692062141873,0.363429408091396,0.410151682735064,0.501806804792431
"CREBL2",0.342831111705323,0.488564770311428,1.76375270610645e-06,0.6708487218439
"CREBRF",0.729740854323891,0.646637911455683,0.000130854942244509,1
"CREBZF",0.226100336732946,0.412608800395425,0.00225508999926532,0.868253485027923
"CREG1",8.92620235566121e-07,0.0733670518047693,0.00258582767391546,0.00316310021626955
"CREG2",0.911262268325785,0.3887945470397,0.251669163067164,0.0198791138016879
"CRELD1",0.0337547015958712,0.801723903204649,0.0133438633098754,0.853052427388295
"CRELD2",0.787590137886318,0.329919663135811,0.116151108840743,0.512713832604239
"CREM",0.0560588503567247,0.00855896113934303,0.000570662626777573,0.745806720367586
"CRH",0.0359703116032362,0.297203198325133,0.0155575051992152,0.303323975091233
"CRHBP",0.421108621203087,0.895553150166617,0.125614525034166,0.0443188788671824
"CRHR1",0.416092397284861,0.758545570297732,0.389814529109005,0.740731405451629
"CRHR2",0.655937334491918,0.857913786348233,0.429306793870248,0.788836357952695
"CRIM1",0.833704141996034,0.919476481261943,0.00628908752949556,0.0219561964305047
"CRIP1",0.429225333749714,0.640985771627099,0.0141955605545824,0.447528881006372
"CRIP2",0.429225333749714,0.640985771627099,0.0144363667265541,0.449862644282968
"CRIP3",0.139042984616258,0.340804206715604,1.57125290061325e-05,0.229415236638308
"CRIPAK",0.121952574219785,0.893310170983876,4.13820518701665e-08,0.396166871915961
"CRIPT",1,0.841051699889889,0.0198848451780264,0.0101093544879709
"CRISP1",0.235755088990572,0.772347857178759,4.74851669543993e-06,0.12660145795085
"CRISP2",0.235061772735689,1,3.50218144597473e-06,0.128364824126607
"CRISP3",0.235061772735689,0.846294949307707,3.50218144597473e-06,0.128364824126607
"CRISPLD1",0.0141751134244068,0.489709797168237,0.0743151437041278,0.437823836114381
"CRISPLD2",0.0368546223779858,0.898705242714878,0.811636285022003,0.362673167100002
"CRK",0.292833824956176,0.108950625229904,2.77826844277312e-07,0.646869198529263
"CRKL",0.713614045567287,0.170254957242469,0.166179299714523,0.172554833403491
"CRLF1",0.0727243177099464,0.661655589008204,3.80412647563729e-05,0.629405854768688
"CRLF2|ENSG00000205755.6",0.518865490879783,0.612598921238512,0.0509895514926903,0.477681956876923
"CRLF3",0.593275235514607,0.46749050306729,0.920461559618516,0.724817650029391
"CRLS1",0.711968279440095,0.927385996398243,0.00761529207735395,0.602658118699367
"CRMP1",0.150586575384762,0.577316820903423,5.15439742757515e-07,0.640296782926164
"CRNDE",0.000647959154819094,1,0.393942286001742,0.384056690909988
"CRNKL1",0.58433622253515,0.858310340062102,0.162445810185413,0.245757615456048
"CRNN",1.01830814372814e-05,0.0889281188870612,2.55217676646318e-05,0.000751154542090374
"CROCC",0.649265271991901,0.17842856715711,5.38625374358336e-07,0.0138788840347914
"CROCCP2",0.649265271991901,0.17842856715711,5.38625374358336e-07,0.0138788840347914
"CROCCP3",0.759744285122465,0.137371454256999,5.74861618033939e-07,0.0210555175655601
"CROT",0.418477536499372,0.78893890129168,0.0473366625274118,0.797436491115306
"CRP",2.09167563024376e-06,0.147700051423193,0.000192689436001507,0.00136166669328151
"CRTAC1",0.271320605530436,0.33587616123485,0.00406228684583634,0.660544973000007
"CRTAM",0.113718347897249,0.333695656914256,0.167294635464334,1
"CRTAP",0.316012305755097,0.488252495615402,0.156238280601212,0.320875488287734
"CRTC1",0.0728682290902023,0.439684991524936,0.000102388936813169,0.419302813885732
"CRTC2",3.0946990400863e-06,0.148212125616352,0.000148529191127514,0.00134958404008808
"CRTC3",0.520619485181114,1,0.0853324439094225,0.217425920438046
"CRX",0.390045322309215,0.33509951530791,0.394620399566071,0.250768837244314
"CRY1",0.572770185494808,0.107150884527006,0.00199648144866416,0.726430861396257
"CRY2",0.571465115278101,0.906134325314488,1,0.723138059228096
"CRYAA",0.599496518857903,0.623816546317174,0.0354149850676456,0.704495263564004
"CRYAB",0.202831664851958,0.285594995379306,0.167516242552426,0.842898793688857
"CRYBA1",0.468738419193016,0.543348875834011,0.0497790223548339,1
"CRYBA2",0.470096524248746,0.102522225621865,0.00751503708934695,0.129932859759302
"CRYBA4",0.898378015002304,0.125963214483391,0.10572474692949,0.352286192609184
"CRYBB1",0.898378015002304,0.0780242259128663,0.105501775114862,0.351103428608257
"CRYBB2",1,0.165149074459262,0.142464753960063,0.152338481452274
"CRYBB2P1",0.899144130315836,0.163958369880404,0.0749050845874398,0.155459828658198
"CRYBB3",1,0.202163765238964,0.174133481243187,0.152338481452274
"CRYBG3|ENSG00000080200.5",0.0294495195651001,0.689609214864836,0.0128935109122362,0.601893448234034
"CRYBG3|ENSG00000233280.2",0.02962785739623,0.689560205112033,0.0128459879459186,0.600700231334546
"CRYGA",0.401298542308404,0.0543454068556728,0.00101578943394965,0.276620405199816
"CRYGB",0.401298542308404,0.0718033787476461,0.00101578943394965,0.276620405199816
"CRYGC",0.40197087621976,0.0729896424488453,0.00135021534179168,0.276620405199816
"CRYGD",0.40197087621976,0.0729896424488453,0.0013714038507928,0.276620405199816
"CRYGEP",0.40197087621976,0.0729896424488453,0.00143057778445937,0.276620405199816
"CRYGN",0.855004475650647,0.773809876725479,0.100653957534611,0.68284257545823
"CRYGS",0.199590715954978,0.464910588675627,1.61762782759149e-07,0.795120983106083
"CRYL1",0.878992459544211,0.723679388216196,0.431569836392259,0.450333540912372
"CRYM",0.105057900583284,0.482969229775407,0.0710099277620814,0.528031994021221
"CRYZ",0.472324822680122,0.305342151935692,4.23044232141908e-05,0.367701720262707
"CRYZL1",0.69707000508627,0.903125974127729,0.138314229074782,0.346389003352804
"CS",1,0.147673077061727,0.00049480784105238,0.642588422069021
"CSAD",1,0.119141390888579,0.00219341815489894,1
"CSAG1",0.567860283118126,0.350719785025509,3.31892159880307e-05,0.0512829999442561
"CSAG2",0.567860283118126,0.350719785025509,3.31892159880307e-05,0.0512829999442561
"CSAG3",0.567860283118126,0.350719785025509,3.31892159880307e-05,0.0512829999442561
"CSAG4",0.567860283118126,0.350719785025509,3.31892159880307e-05,0.0512829999442561
"CSDC2",0.438396225346568,0.32831326018604,0.0737683981540026,0.318414912809035
"CSDE1",0.589708886407941,0.394971490777147,0.000179052377667611,0.0776775843075498
"CSE1L",0.930170748581354,0.388868277238957,0.0211160491355345,0.898552388588846
"CSF1",0.17203988965397,0.704450648341748,0.000165205055998529,0.0708343749086788
"CSF1R",0.90519767961305,0.814140095380032,2.49203098651867e-06,1
"CSF2",0.902839073001193,0.712481815345709,0.000919563614141162,0.170833601320359
"CSF2RA|ENSG00000198223.9",0.518865490879783,0.612598921238512,0.0509895514926903,0.477681956876923
"CSF2RB",0.695281338318085,0.147606997497639,0.0442686828364443,0.126749407046775
"CSF3",0.47787587635905,0.842076746730639,0.92560428408965,0.740494244318193
"CSF3R",0.670240253417374,0.291623528250875,6.11743081345716e-10,0.0713702637255841
"CSGALNACT1",0.201321244592243,0.895257805031078,0.377336613819129,0.257375259103198
"CSGALNACT2",0.246422622720413,0.0204689785933871,0.00040998146733944,1
"CSH1",0.0227873420619406,0.781070032190601,0.126254651983011,0.567465032701278
"CSH2",0.0227873420619406,0.781070032190601,0.126254651983011,0.567465032701278
"CSHL1",0.0227873420619406,0.781070032190601,0.126254651983011,0.567465032701278
"CSK",0.332586024650913,0.799139279731921,0.823513335559497,0.177199265485143
"CSMD1",0.146032139452111,0.894962152073078,0.163341184681141,0.34950244330616
"CSMD2",0.767052041329223,0.344909599468024,3.27352422676454e-09,0.202652069723414
"CSMD3",0.00612374826761631,0.54967432033392,7.99517919635102e-05,0.512312984830794
"CSN1S1",0.0731545283373146,0.419994566567731,0.0121522708495771,0.013674522139374
"CSN1S2AP",0.0719382642942375,0.590636302425856,0.0160475881993462,0.0382453536150985
"CSN2",0.0731545283373146,0.501619615729938,0.016657941745927,0.0369081031977477
"CSN3",0.072158319927014,0.589000108093838,0.0237409994239668,0.0400107374469812
"CSNK1A1",1,1,1.18671728933116e-05,1
"CSNK1A1L",0.755660397444459,0.474101943487597,0.608842733656686,0.090535073560402
"CSNK1A1P1",0.336890257969148,0.455593050223185,0.424320895683414,0.525429996973341
"CSNK1D",0.108195663476813,0.640416657283801,0.000107477618096473,0.771246129288723
"CSNK1E",0.446521650594911,0.232851929891877,0.0106562256836417,0.0626381056148859
"CSNK1G1",0.1452836725919,0.578833427763964,0.368563185942766,0.0520423350712029
"CSNK1G2",0.34233868531326,0.273412530957214,0.669440186036676,0.653829750372413
"CSNK1G3",0.805957533884054,0.901608782143742,0.000927448920945061,0.170459397318785
"CSNK2A1",0.711358978287338,1,0.0127677638689054,1
"CSNK2A2",0.000921000918642799,0.803358711492599,0.74083451133234,0.481387297288788
"CSNK2A3",0.877753012176387,0.139097040741261,0.424342691839636,0.519236577309307
"CSNK2B",0.169743361323971,0.337279614530042,3.16867894520258e-07,0.656840555420918
"CSPG4",0.412305886935393,0.799426236108607,0.327102038436848,0.0925421558874709
"CSPG4P12",0.356997903288861,0.719984748794751,0.224325564379842,0.19242914236693
"CSPG4P5",0.501977786379016,1,0.223750372677935,0.26026557082558
"CSPG4P8",0.500691363266041,1,0.25597940204956,0.259417527145745
"CSPG5",0.227062431304754,0.34309032554826,0.011492172078584,0.141913628536835
"CSPP1",0.043965568649895,0.227046998246552,0.015780893793362,0.302149557640246
"CSRNP1",0.0769138631223793,0.260099014997197,0.0599515020663255,0.3224746603209
"CSRNP2",0.450599610762831,0.0478159085069824,0.00239517981461011,0.517026579656099
"CSRNP3",0.908085747184655,0.0241851601976173,0.000242563456867576,0.0222158209431998
"CSRP1",4.44971463095108e-06,0.0965044293365343,0.000421947505610268,0.0229420614496327
"CSRP2",0.739229791539089,0.0252600008259132,0.000361230070960509,0.610984515651901
"CSRP2BP",0.583649525948651,0.857339800553962,0.103200971680961,0.153541737449036
"CSRP3",1,0.524889446018723,0.744523666309293,0.30966169578912
"CST1",0.716040797144824,0.660270132886083,0.110088219622171,0.202138910119114
"CST11",0.649144865483648,0.722405271974274,0.110049353653508,0.162706392274594
"CST13P",0.649144865483648,0.722405271974274,0.110049353653508,0.162706392274594
"CST2",0.716156938274264,0.724288677237009,0.0961515607360843,0.202138910119114
"CST3",0.649504726366319,0.723985722158099,0.0825288745864232,0.202005627626312
"CST4",0.649390074556554,0.724336302952724,0.110088219622171,0.202005627626312
"CST5",0.650086496717973,0.660094829727556,0.11016920054669,0.201999941425276
"CST6",0.286654521782811,0.510090013408023,0.0131326938385513,0.763261368576591
"CST7",0.716746868995345,0.598023940232912,0.0980454886690649,0.202141314814169
"CST8",0.649144865483648,0.722405271974274,0.110049353653508,0.162706392274594
"CST9",0.649504726366319,0.723985722158099,0.0948071365483767,0.202005627626312
"CST9L",0.649144865483648,0.722405271974274,0.110049353653508,0.162706392274594
"CSTA",0.0949327979036625,0.773241000655328,0.00498621796351984,0.698500441136686
"CSTB",0.595592225721437,0.397930129584317,0.0174443530089005,0.850708359019691
"CSTF1",0.861849999591197,0.603852107030664,0.00710506977779613,0.898787516965967
"CSTF2",1,0.249119133044451,0.00111259633504707,0.143308363829248
"CSTF2T",0.402795631351287,0.218650878322812,0.0174079048908044,0.710728410449228
"CSTF3",0.473627761077933,0.724039422143472,0.621218116438139,0.597461869230721
"CSTL1",0.649144865483648,0.722405271974274,0.110049353653508,0.162706392274594
"CT45A1",0.8114989672882,0.169862982154784,0.00113915438976008,0.420245708415248
"CT45A2",0.8114989672882,0.169862982154784,0.00113915438976008,0.420245708415248
"CT45A3",0.8114989672882,0.169862982154784,0.00113915438976008,0.420245708415248
"CT45A4",0.8114989672882,0.169862982154784,0.00113915438976008,0.420245708415248
"CT45A5",0.8114989672882,0.169862982154784,0.00113915438976008,0.420245708415248
"CT45A6",0.8114989672882,0.169862982154784,0.00113915438976008,0.420245708415248
"CT47A1",0.716837336463746,0.273200088792423,0.00134443033999062,0.247514277498377
"CT47A10",0.716837336463746,0.273200088792423,0.00134443033999062,0.247514277498377
"CT47A11",0.716837336463746,0.273200088792423,0.00134443033999062,0.247514277498377
"CT47A12",0.716837336463746,0.273200088792423,0.00134443033999062,0.247514277498377
"CT47A2",0.716837336463746,0.273200088792423,0.00134443033999062,0.247514277498377
"CT47A3",0.716837336463746,0.273200088792423,0.00134443033999062,0.247514277498377
"CT47A4",0.716837336463746,0.273200088792423,0.00134443033999062,0.247514277498377
"CT47A5",0.716837336463746,0.273200088792423,0.00134443033999062,0.247514277498377
"CT47A6",0.716837336463746,0.273200088792423,0.00134443033999062,0.247514277498377
"CT47A7",0.716837336463746,0.273200088792423,0.00134443033999062,0.247514277498377
"CT47A8",0.716837336463746,0.273200088792423,0.00134443033999062,0.247514277498377
"CT47A9",0.716837336463746,0.273200088792423,0.00134443033999062,0.247514277498377
"CT47B1",0.716837336463746,0.273200088792423,0.00134443033999062,0.247514277498377
"CT49",0.460316572054765,0.187636947303284,0.00011147438083773,0.606407475128411
"CT60",0.463533381040247,0.33459641881387,0.336907837777984,0.553143937235548
"CT62",0.399163049122267,0.79997106681511,0.237511141042432,0.0230621076482263
"CT64",0.0976561334255526,0.787256472313248,6.67773160410328e-06,0.613341755924569
"CTAG1A",0.258031202889807,0.251692564750552,1.7332920847448e-05,0.0968028010828621
"CTAG1B",0.258031202889807,0.251692564750552,1.7332920847448e-05,0.0968028010828621
"CTAG2",0.258031202889807,0.251692564750552,1.7332920847448e-05,0.0968028010828621
"CTAGE1",1,0.558773539791334,0.475896342482952,0.860034033831184
"CTAGE15",0.715131115854046,0.776098658836181,0.00308263292108303,0.894007842147476
"CTAGE4",0.465368736753492,0.775898069870548,0.0134131137623437,0.788132326613644
"CTAGE5",0.394355487858078,1,1,0.210838872859308
"CTAGE6",0.715131115854046,0.776098658836181,0.00308263292108303,0.894007842147476
"CTAGE8",0.465368736753492,0.775898069870548,0.0134131137623437,0.788132326613644
"CTAGE9",0.764419332381253,0.14390494413328,0.0379901070670336,0.0853437907737395
"CTBP1",0.272180528137129,0.893327772147437,5.99296092526721e-08,0.28398831711185
"CTBP2",0.466329546020705,0.55025636156322,0.000278689681355347,0.68898899423409
"CTBS",0.669405017885381,0.439396126366498,0.00146205274139496,0.380373546873575
"CTC1",0.0549604520118689,0.116419860178937,0.00240824318278405,0.625023529469255
"CTCF",0.00325659547411851,0.707938671361455,0.645145937009967,0.30039716558197
"CTCFL",1,0.666132151218692,0.00296181892087651,0.899126437326112
"CTDNEP1",0.205976601406041,0.126368315644992,7.48033484366299e-06,0.625744593361012
"CTDP1",0.438371631301568,0.315013911463728,0.0842621629808519,0.782294222172326
"CTDSP1",0.550437718215443,0.101295404020611,0.00566944761980364,0.0928448391186067
"CTDSP2",0.915353060071387,0.152789413397908,0.0031442848689585,0.631072521064342
"CTDSPL",0.0776314889610899,0.259948239828431,0.0492349522298735,0.321671380750933
"CTDSPL2",0.522314619344108,0.45452128902493,0.598440802952505,0.0992828842602642
"CTF1",0.137817767754507,0.280976282934053,0.933596418925322,1
"CTGF",0.880353796271714,0.14396410565284,0.0640079462198607,0.119659316616585
"CTH",0.389486515838204,0.253185310810268,2.65784853329879e-05,0.857492336601263
"CTHRC1",0.0168254406267966,0.732087600718753,8.71996341732823e-05,0.362551110981076
"CTIF",0.876770191322698,0.192413960060595,0.00283552107657907,0.806234626686844
"CTLA4",0.477026317089888,0.0632332383941746,0.00393752099642663,0.0552874751094685
"CTNNA1",1,0.905231682700219,0.00304756543004014,0.190294407894469
"CTNNA2",0.661691977008709,0.838751897489686,0.0512221815118157,0.0042172832159412
"CTNNA3",0.390989979312466,0.00915363485520267,0.00377011456781546,1
"CTNNAL1",1,0.521469648532023,0.100548194148138,0.240144132399077
"CTNNB1",0.100237201830051,0.247397113210896,0.111259921611959,0.164098261957854
"CTNNBIP1",0.281394638226706,0.472764981984436,4.53411406131871e-09,0.167678198600401
"CTNNBL1",0.479629633990153,0.345977099849398,0.37142077056611,0.610433674231899
"CTNND1",0.779996724991979,0.909455122648132,1,1
"CTNND2",0.353143497569663,0.136195926645411,6.08021730115878e-05,0.699130278271936
"CTNS",0.125201973073248,0.327805923625746,9.85123495098143e-05,0.622218864058169
"CTPS1",1,0.115584656205438,6.70429952673205e-09,0.0260694612476641
"CTPS2",0.794847410844018,1,0.0793401334725981,1
"CTR9",0.755970212873217,0.139449752045135,0.489775786734292,0.519370471895318
"CTRB1",0.0158300603947106,1,0.434643777032793,0.152811232654933
"CTRB2",0.0158300603947106,1,0.433424613690243,0.152546711685098
"CTRC",0.547616107819048,0.239420099778791,2.38145956628641e-06,0.0457842127096853
"CTRL",0.00235926092881473,0.456805636107454,1,0.300673253329819
"CTSA",0.724811792892233,0.343418569576087,0.0358142037137282,0.898596150838629
"CTSB",0.202058946579814,0.897847485068125,0.522000300914844,0.255168141096269
"CTSC",0.415860174383235,0.404758786914609,0.000801158551611709,0.868253485027923
"CTSD",0.518105978667715,0.174498284531171,0.157867984414493,0.829888238652199
"CTSE",2.96376056046563e-06,0.0953125351881066,0.00763839301477937,0.0249331837087126
"CTSF",0.898011055949022,0.288613870353003,0.281157752781503,0.664943797681613
"CTSG",0.900022705324082,0.740402955708049,0.559834202242737,0.153904659298548
"CTSH",0.412396449501166,0.901658705577817,0.338902063381748,0.0895353400842073
"CTSK",4.39403806274207e-05,0.106686047224078,7.40681222927165e-06,0.000760200298624996
"CTSL",1,0.526360776976153,0.120633664992418,1
"CTSL3P",1,0.526082384894623,0.119333977070955,0.865246997288548
"CTSO",0.0822151102191195,0.344245323644155,0.524427924319553,0.418677611571249
"CTSS",4.42964418596367e-05,0.0511829299800814,2.83256024300424e-06,0.000768293920875623
"CTSV",1,0.303121768831147,0.0452246685632048,0.395575959728259
"CTSW",0.286099056442187,0.826034938863745,0.0118948105482097,0.543511456173307
"CTSZ",1,0.862824141725664,0.0100171769107655,1
"CTTN",0.723438232221414,0.768727518288253,0.148367162406198,0.335599777599701
"CTTNBP2",0.854846538519301,0.781098109935629,0.00298014249727454,0.360382972163454
"CTTNBP2NL",0.408970069021282,0.619003576561852,0.000336901080245991,0.100572569954837
"CTU1",0.559343933142021,0.599911821132137,0.784107922972199,0.5200405550824
"CTU2",0.027430310471911,0.803898638852088,0.641597180256642,0.281519384695022
"CTXN1",0.176368561004767,0.802832760234831,0.00213911515807684,0.269206499412989
"CTXN2",0.433254714309738,0.456493224610239,0.624751989279412,0.0728019908274218
"CTXN3",0.627489267202619,0.805737666543546,0.000343636076340124,0.169643089530813
"CUBN",0.178823594681949,0.0781514134698732,0.000136089643617038,0.420953967814509
"CUEDC1",0.0429323059569058,0.704796115579882,0.134011964156556,1
"CUEDC2",0.750715692651116,0.269801374085867,0.0012821356110622,0.660557981164438
"CUL1",0.854984861292959,0.773231143664724,0.0638498302127122,1
"CUL2",0.0568262407496588,0.00448514558669408,0.000233379935628704,0.746254122688993
"CUL3",0.901116405572077,0.157829299186583,0.00793928158790942,0.0306047891630088
"CUL4A",0.0786956573222434,0.917138389551447,0.37553114685532,0.526431773373939
"CUL4B",0.545178325861842,0.270843569953702,0.00182864849356683,0.246652999826752
"CUL5",0.211400148903211,0.182572524007799,0.0865997617903415,0.706296875001098
"CUL7",0.114023850473378,0.292932680792922,6.31926202331081e-06,0.230612368247128
"CUL9",0.113705113381365,0.254659429717073,1.5774063269245e-05,0.232487888602949
"CUTA",0.0882631710398371,0.560237546656141,4.86024217862801e-06,0.2928852753009
"CUTC",0.526437676781112,0.420060189090535,0.0123158221239128,0.66047178825559
"CUX1",0.651017593109296,0.589126196634916,0.0106316411732513,0.609745081678244
"CUX2",0.572494357985176,0.135408951718872,0.000226568805771885,1
"CUZD1",0.553446218417251,0.880948709856392,0.000600864862048442,0.558543332840852
"CWC15",0.482173164793912,0.806974944333796,0.000959617967599059,0.231743891352735
"CWC22",0.734063764848955,0.0148290641267805,0.000344334251383764,0.116438398680281
"CWC25",0.472789317893204,0.609061190697291,0.502660765279101,0.223457570136572
"CWC27",0.426370044116321,0.693527799700884,0.0189886993794968,0.630854071111736
"CWF19L1",0.52925230840851,0.42337618581927,0.00678030646407391,1
"CWF19L2",0.272226330072739,0.145854938805684,0.0374331068484774,0.712617460610087
"CWH43",0.275791443273684,0.322919962054446,0.0283684903684361,0.408755824292217
"CX3CL1",0.000656198228437927,0.900747616152869,0.665720999703801,0.385408594810569
"CX3CR1",0.076961456448498,0.260099014997197,0.0478323134659663,0.3224746603209
"CXADR",0.696378340929541,0.904425366295267,0.925101339028782,0.478084621574044
"CXADRP3",0.130863530315081,0.811522514069403,0.482523489403352,0.618661132270807
"CXCL1",0.0762205377247065,0.431793938918797,0.00407921869017098,0.0675346870296121
"CXCL10",0.10700353559314,0.684385723502447,0.00358557251894402,0.147324177844195
"CXCL11",0.10700353559314,0.684385723502447,0.00344427458006873,0.144041600872656
"CXCL12",0.186983574377037,0.00781393529909043,0.00208775043152949,0.86152571406413
"CXCL13",0.0468830125509777,0.888042872233308,0.0434097305203782,0.140081124049267
"CXCL14",0.902484282566865,0.902592867963853,0.00444292682660639,0.124713448219938
"CXCL16",0.161349375821365,0.0558035820296207,9.64185058531264e-05,0.808844479698373
"CXCL17",0.639674756257917,0.678698702706155,1,0.635561170186226
"CXCL2",0.0748884874184973,0.432755334580627,0.00606327324346389,0.0675346870296121
"CXCL3",0.0513059047871743,0.434604687044664,0.0062075518683656,0.0675346870296121
"CXCL5",0.0763685433142853,0.431793938918797,0.00617788270125582,0.0675346870296121
"CXCL6",0.0778018268879846,0.431353560032606,0.00407921869017098,0.0675346870296121
"CXCL9",0.10700353559314,0.684385723502447,0.00358557251894402,0.147324177844195
"CXCR1",0.632117553126804,0.102329461667978,0.0025129800969382,0.0861716815686975
"CXCR2",0.633103821111036,0.102140481642557,0.00199156751536279,0.0878828922123856
"CXCR2P1",0.632950804894686,0.0999238645245517,0.00198079853267831,0.0878828922123856
"CXCR3",1,0.340903560981645,0.000207408699004047,0.86533509284756
"CXCR4",0.907248029559414,0.121273076219348,0.0593400962581857,0.0407587217639916
"CXCR5",0.0459045618759986,0.136182076094804,0.287035259394684,1
"CXCR6",0.284227612698011,0.219494853369862,0.0287573670872827,0.222112053473766
"CXorf21",0.422614591919315,0.42606195645999,0.0601487968297609,0.847363790503769
"CXorf22",0.271674390099944,0.688517693304882,0.121232681628239,0.852821272030608
"CXorf23",0.602807509903218,0.799400351298558,0.099151812548817,0.85338874101856
"CXorf24",0.179596366504701,0.899118938624631,0.0153283102679128,0.381819414897622
"CXorf27",0.410328949381988,0.596911856172426,0.0356408364536976,1
"CXorf28",0.518927768010885,0.612748694451647,0.0395235583238562,0.477681956876923
"CXorf30",0.271636297505047,0.596157307144735,0.0994862585938885,1
"CXorf31",0.233590499917814,0.702823709701946,0.0196463271371494,0.485348628565663
"CXorf36",0.222642783020398,0.695084156405374,0.0462418077381856,0.717306215687905
"CXorf38",0.22133862757758,0.426567912857554,0.0792132156817532,1
"CXorf40A",0.56433893097096,0.399397079500906,0.000138074573883006,0.032462715922174
"CXorf40B",0.728840031736385,0.399397079500906,0.000190464528118306,0.032280612422434
"CXorf48",0.8114989672882,0.169862982154784,0.00113915438976008,0.420245708415248
"CXorf49",1,0.286489522249392,0.000138010584692362,0.865411864207473
"CXorf49B",0.795170675124771,0.286489522249392,9.71734706010941e-05,0.865411864207473
"CXorf51A",0.56512649733388,0.400363279112557,0.000272929946966982,0.044466782712778
"CXorf51B",0.56512649733388,0.400363279112557,0.000272929946966982,0.044466782712778
"CXorf56",0.903797771383305,0.270303003299479,0.000497296097818564,0.191636235082423
"CXorf57",0.806730456222474,0.213263632864163,0.00145160817827538,0.327242682441484
"CXorf58",0.602199604812795,0.79929999876409,0.0784911579746013,0.705897169327499
